id	target	name	accession	tlen	query	name	accession	qlen				
Amidase	PF01425.19	451	S_alt_contig08709	-	399	4.20E-16	58.8	0.4				
Amidase	PF01425.19	451	S_alt_contig08709	-	399	4.20E-16	58.8	0.4				
RVT_1	PF00078.25	222	S_alt_contig08712_RC	-	646	2.20E-24	86.1	0				
DUF3441	PF11923.6	116	S_alt_contig08714	-	281	9.60E-25	86.6	0.1				
zf-CCHC	PF00098.21	18	S_alt_contig08714	-	280	7.60E-08	32	1.5				
PsbP	PF01789.14	156	S_alt_contig08715_RC	-	459	5.30E-11	42.7	0				
DUF3441	PF11923.6	116	S_alt_contig08715_RC	-	459	2.20E-24	85.5	0.1				
zf-CCHC	PF00098.21	18	S_alt_contig08715_RC	-	459	1.40E-07	31.2	1.5				
WRKY	PF03106.13	60	S_alt_contig08724	-	221	1.60E-25	89.1	6.8				
WRKY	PF03106.13	60	S_alt_contig08724	-	221	1.60E-25	89.1	6.8				
Ribosomal_S3Ae	PF01015.16	205	S_alt_contig08727_RC	-	155	8.00E-07	28.8	0.1				
PAP2	PF01569.19	136	S_alt_contig08743_RC	-	442	6.70E-30	103.5	1.6				
PAP2	PF01569.19	136	S_alt_contig08743_RC	-	442	6.70E-30	103.5	1.6				
O-FucT	PF10250.7	318	S_alt_contig08744	-	104	4.70E-13	49.4	0				
Dimer_Tnp_hAT	PF05699.12	86	S_alt_contig08745_RC	-	264	2.50E-14	52.7	0				
GATase	PF00117.26	190	S_alt_contig08746	-	192	3.80E-11	43	0				
GATase	PF00117.26	190	S_alt_contig08746	-	192	1.10E-23	83.9	0				
TPR_14	PF13428.4	44	S_alt_contig08747	-	280	1.70E-07	31.3	3.6				
TPR_14	PF13428.4	44	S_alt_contig08747	-	280	1.70E-07	31.3	3.6				
TPR_14	PF13428.4	44	S_alt_contig08747	-	280	1.70E-07	31.3	3.6				
TPR_14	PF13428.4	44	S_alt_contig08747	-	280	1.70E-07	31.3	3.6				
TPR_2	PF07719.15	34	S_alt_contig08747	-	280	2.40E-07	30.2	5.5				
TPR_2	PF07719.15	34	S_alt_contig08747	-	280	2.40E-07	30.2	5.5				
TPR_2	PF07719.15	34	S_alt_contig08747	-	280	2.40E-07	30.2	5.5				
TPR_2	PF07719.15	34	S_alt_contig08747	-	280	2.40E-07	30.2	5.5				
TPR_19	PF14559.4	68	S_alt_contig08747	-	280	3.90E-06	27.2	1.7				
TPR_19	PF14559.4	68	S_alt_contig08747	-	280	3.90E-06	27.2	1.7				
TPR_19	PF14559.4	68	S_alt_contig08747	-	280	3.90E-06	27.2	1.7				
TPR_1	PF00515.26	34	S_alt_contig08747	-	280	8.10E-05	22.1	5.3				
TPR_1	PF00515.26	34	S_alt_contig08747	-	280	8.10E-05	22.1	5.3				
TPR_1	PF00515.26	34	S_alt_contig08747	-	280	8.10E-05	22.1	5.3				
TPR_1	PF00515.26	34	S_alt_contig08747	-	280	8.10E-05	22.1	5.3				
TPR_9	PF13371.4	73	S_alt_contig08747	-	280	0.00011	22.2	1.3				
TPR_9	PF13371.4	73	S_alt_contig08747	-	280	0.00011	22.2	1.3				
TPR_7	PF13176.4	36	S_alt_contig08747	-	280	0.00019	21.1	1.7				
TPR_7	PF13176.4	36	S_alt_contig08747	-	280	0.00019	21.1	1.7				
TPR_7	PF13176.4	36	S_alt_contig08747	-	280	0.00019	21.1	1.7				
TPR_7	PF13176.4	36	S_alt_contig08747	-	280	0.00019	21.1	1.7				
LCAT	PF02450.13	392	S_alt_contig08748	-	286	1.10E-17	64.2	0				
PGM_PMM_III	PF02880.14	114	S_alt_contig08750	-	194	6.70E-09	35.8	0				
PGM_PMM_IV	PF00408.18	74	S_alt_contig08750	-	194	9.50E-07	28.8	0				
LIM_bind	PF01803.14	241	S_alt_contig08751_RC	-	727	2.50E-61	207.2	0.1				
LIM_bind	PF01803.14	241	S_alt_contig08751_RC	-	727	2.50E-61	207.2	0.1				
LIM_bind	PF01803.14	241	S_alt_contig08751_RC	-	727	2.50E-61	207.2	0.1				
Ribosomal_L18A	PF01775.15	121	S_alt_contig08758	-	292	3.80E-54	181.8	1.3				
Cation_ATPase_C	PF00689.19	182	S_alt_contig08759	-	471	1.70E-45	154.8	6.8				
Hydrolase_3	PF08282.10	255	S_alt_contig08759	-	471	0.00023	20.9	1.4				
Utp12	PF04003.10	107	S_alt_contig08760_RC	-	355	5.40E-27	94.1	0.1				
RecQ_Zn_bind	PF16124.3	66	S_alt_contig08761_RC	-	248	7.00E-11	42.5	2.1				
Helicase_C	PF00271.29	111	S_alt_contig08761_RC	-	247	1.40E-06	28.5	0.1				
VHP	PF02209.17	36	S_alt_contig08762	-	161	4.10E-16	58.6	2.6				
EF-hand_7	PF13499.4	71	S_alt_contig08763_NB	-	336	0.00016	22	0.2				
Peptidase_C1	PF00112.21	219	S_alt_contig08764	-	287	7.50E-47	160.1	0.9				
TPT	PF03151.14	290	S_alt_contig08765	-	197	2.50E-10	40	6.3				
UAA	PF08449.9	302	S_alt_contig08765	-	197	5.10E-09	35.6	5.8				
DUF647	PF04884.12	240	S_alt_contig08767_RC	-	464	1.30E-37	129.6	0.1				
RRM_1	PF00076.20	70	S_alt_contig08769_RC	-	227	6.40E-05	22.6	0	domain)			
Vps5	PF09325.8	236	S_alt_contig08770_RC	-	176	6.50E-05	22.5	0.9				
Vps5	PF09325.8	236	S_alt_contig08770_RC	-	176	6.50E-05	22.5	0.9				
FlaC_arch	PF05377.9	55	S_alt_contig08770_RC	-	176	0.00074	19.7	0.9				
FlaC_arch	PF05377.9	55	S_alt_contig08770_RC	-	176	0.00074	19.7	0.9				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	384	9.80E-07	27.5	2.2				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	384	9.80E-07	27.5	2.2				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	384	9.80E-07	27.5	2.2				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	384	9.80E-07	27.5	2.2				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	384	2.40E-31	108.9	0				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	383	9.80E-84	282.1	0.5				
Cellulose_synt	PF03552.12	722	S_alt_contig08772	-	383	9.80E-84	282.1	0.5				
RRM_1	PF00076.20	70	S_alt_contig08773_RC	-	287	3.90E-27	93.7	0.1	domain)			
RRM_1	PF00076.20	70	S_alt_contig08773_RC	-	287	3.90E-27	93.7	0.1	domain)			
RRM_5	PF13893.4	125	S_alt_contig08773_RC	-	287	3.40E-05	23.3	0	domain)			
RRM_5	PF13893.4	125	S_alt_contig08773_RC	-	287	3.40E-05	23.3	0	domain)			
RRM_occluded	PF16842.3	79	S_alt_contig08773_RC	-	287	0.0003	20.5	0				
RRM_occluded	PF16842.3	79	S_alt_contig08773_RC	-	287	0.0003	20.5	0				
RRM_3	PF08777.9	102	S_alt_contig08773_RC	-	287	0.0005	19.9	0				
RRM_3	PF08777.9	102	S_alt_contig08773_RC	-	287	0.0005	19.9	0				
RRM_1	PF00076.20	70	S_alt_contig08774	-	210	2.10E-20	72.2	0	domain)			
eIF3g	PF12353.6	125	S_alt_contig08774	-	210	2.70E-09	37.3	0.1				
zf-CCHC_2	PF13696.4	21	S_alt_contig08774	-	210	0.00087	18.9	2				
Pkinase	PF00069.23	264	S_alt_contig08776	-	311	3.20E-13	49.5	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08776	-	311	0.00021	20.5	0.1				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08776	-	311	0.00021	20.5	0.1				
Pkinase	PF00069.23	264	S_alt_contig08776	-	311	2.80E-22	79.2	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08776	-	311	2.10E-09	36.9	0				
OB_NTP_bind	PF07717.14	114	S_alt_contig08777	-	479	2.90E-09	36.9	0				
Molybdopterin	PF00384.20	432	S_alt_contig08787	-	534	2.60E-66	224.2	0				
NADH_dhqG_C	PF09326.9	51	S_alt_contig08787	-	534	8.50E-15	55	0.3				
CRAL_TRIO	PF00650.18	159	S_alt_contig08789_RC	-	802	8.20E-34	116.5	0.2				
CRAL_TRIO_N	PF03765.13	54	S_alt_contig08789_RC	-	802	6.00E-08	32.6	0.5				
RRM_1	PF00076.20	70	S_alt_contig08792_RC	-	296	1.60E-06	27.7	0	domain)			
RRM_1	PF00076.20	70	S_alt_contig08792_RC	-	296	2.20E-05	24.1	0	domain)			
RRM_1	PF00076.20	70	S_alt_contig08792_RC	-	296	2.20E-05	24.1	0	domain)			
WD40	PF00400.30	38	S_alt_contig08795_RC	-	387	1.00E-07	32.4	0.4				
WD40	PF00400.30	38	S_alt_contig08795_RC	-	387	1.00E-07	32.4	0.4				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08795_RC	-	387	7.90E-05	22.8	0				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08795_RC	-	387	7.90E-05	22.8	0				
Myb_DNA-binding	PF00249.29	47	S_alt_contig08801_RC	-	264	1.80E-05	24.7	0				
Myb_DNA-binding	PF00249.29	47	S_alt_contig08802_RC	-	162	0.00063	19.7	0.1				
Tubulin_C	PF03953.15	125	S_alt_contig08803	-	355	3.50E-23	82.1	0.1				
Tubulin_C	PF03953.15	125	S_alt_contig08803	-	354	4.00E-20	72.2	0				
Tubulin	PF00091.23	197	S_alt_contig08803	-	354	1.50E-19	70.9	0				
Ribos_L4_asso_C	PF14374.4	76	S_alt_contig08805	-	179	1.10E-18	66.8	2.7				
TRAUB	PF08164.10	85	S_alt_contig08809	-	155	4.50E-17	62.2	0.2				
Cactin_mid	PF10312.7	196	S_alt_contig08810	-	472	9.60E-19	67.7	0				
CactinC_cactus	PF09732.7	125	S_alt_contig08810	-	472	8.30E-62	206.6	9.4				
Cactin_mid	PF10312.7	196	S_alt_contig08811	-	472	9.70E-19	67.7	0				
CactinC_cactus	PF09732.7	125	S_alt_contig08811	-	471	8.20E-62	206.6	9.4				
Pkinase	PF00069.23	264	S_alt_contig08813	-	763	5.20E-05	22.6	0				
Pkinase	PF00069.23	264	S_alt_contig08813	-	763	9.20E-63	211.9	0				
EF-hand_1	PF00036.30	29	S_alt_contig08813	-	763	1.30E-32	108.8	6.5				
EF-hand_1	PF00036.30	29	S_alt_contig08813	-	763	1.30E-32	108.8	6.5				
EF-hand_1	PF00036.30	29	S_alt_contig08813	-	763	1.30E-32	108.8	6.5				
EF-hand_1	PF00036.30	29	S_alt_contig08813	-	763	1.30E-32	108.8	6.5				
EF-hand_7	PF13499.4	71	S_alt_contig08813	-	763	1.50E-27	95.7	3.3				
EF-hand_7	PF13499.4	71	S_alt_contig08813	-	763	1.50E-27	95.7	3.3				
EF-hand_6	PF13405.4	31	S_alt_contig08813	-	763	1.20E-23	80.8	3.8				
EF-hand_6	PF13405.4	31	S_alt_contig08813	-	763	1.20E-23	80.8	3.8				
EF-hand_6	PF13405.4	31	S_alt_contig08813	-	763	1.20E-23	80.8	3.8				
EF-hand_6	PF13405.4	31	S_alt_contig08813	-	763	1.20E-23	80.8	3.8				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08813	-	763	9.40E-23	80.7	0				
EF-hand_5	PF13202.4	25	S_alt_contig08813	-	763	1.60E-20	71.5	4.8				
EF-hand_5	PF13202.4	25	S_alt_contig08813	-	763	1.60E-20	71.5	4.8				
EF-hand_5	PF13202.4	25	S_alt_contig08813	-	763	1.60E-20	71.5	4.8				
EF-hand_5	PF13202.4	25	S_alt_contig08813	-	763	1.60E-20	71.5	4.8				
EF-hand_8	PF13833.4	54	S_alt_contig08813	-	763	1.80E-19	69.1	9.7				
EF-hand_8	PF13833.4	54	S_alt_contig08813	-	763	1.80E-19	69.1	9.7				
EF-hand_8	PF13833.4	54	S_alt_contig08813	-	763	1.80E-19	69.1	9.7				
EF-hand_8	PF13833.4	54	S_alt_contig08813	-	763	1.80E-19	69.1	9.7				
EF-hand_4	PF12763.5	104	S_alt_contig08813	-	763	6.40E-10	38.8	0.9				
EF-hand_4	PF12763.5	104	S_alt_contig08813	-	763	6.40E-10	38.8	0.9				
SPARC_Ca_bdg	PF10591.7	113	S_alt_contig08813	-	763	5.10E-07	29.9	0.7	binding	region		
SPARC_Ca_bdg	PF10591.7	113	S_alt_contig08813	-	763	5.10E-07	29.9	0.7	binding	region		
EF-hand_9	PF14658.4	66	S_alt_contig08813	-	763	0.00038	20.6	0.1				
EF-hand_9	PF14658.4	66	S_alt_contig08813	-	763	0.00038	20.6	0.1				
TPX2	PF06886.9	57	S_alt_contig08817_RC	-	172	1.40E-08	34.7	4.1				
PGM_PMM_I	PF02878.14	138	S_alt_contig08819_RC	-	175	4.40E-26	91.1	0				
EF-hand_1	PF00036.30	29	S_alt_contig08822_RC	-	182	6.30E-22	75.3	3.7				
EF-hand_1	PF00036.30	29	S_alt_contig08822_RC	-	182	6.30E-22	75.3	3.7				
EF-hand_1	PF00036.30	29	S_alt_contig08822_RC	-	182	6.30E-22	75.3	3.7				
EF-hand_7	PF13499.4	71	S_alt_contig08822_RC	-	182	1.50E-17	63.7	4.5				
EF-hand_7	PF13499.4	71	S_alt_contig08822_RC	-	182	1.50E-17	63.7	4.5				
EF-hand_6	PF13405.4	31	S_alt_contig08822_RC	-	182	3.30E-16	57.7	3.6				
EF-hand_6	PF13405.4	31	S_alt_contig08822_RC	-	182	3.30E-16	57.7	3.6				
EF-hand_6	PF13405.4	31	S_alt_contig08822_RC	-	182	3.30E-16	57.7	3.6				
EF-hand_8	PF13833.4	54	S_alt_contig08822_RC	-	182	1.60E-15	56.5	5.5				
EF-hand_8	PF13833.4	54	S_alt_contig08822_RC	-	182	1.60E-15	56.5	5.5				
EF-hand_8	PF13833.4	54	S_alt_contig08822_RC	-	182	1.60E-15	56.5	5.5				
EF-hand_5	PF13202.4	25	S_alt_contig08822_RC	-	182	7.20E-15	53.6	1.1				
EF-hand_5	PF13202.4	25	S_alt_contig08822_RC	-	182	7.20E-15	53.6	1.1				
EF-hand_5	PF13202.4	25	S_alt_contig08822_RC	-	182	7.20E-15	53.6	1.1				
EF-hand_4	PF12763.5	104	S_alt_contig08822_RC	-	182	4.10E-06	26.5	0.9				
EF-hand_4	PF12763.5	104	S_alt_contig08822_RC	-	182	4.10E-06	26.5	0.9				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08823	-	241	6.50E-18	64.8	0				
Pkinase	PF00069.23	264	S_alt_contig08823	-	241	6.60E-10	38.6	0				
PB1	PF00564.22	84	S_alt_contig08827	-	911	6.70E-14	51.4	0				
PB1	PF00564.22	84	S_alt_contig08827	-	911	6.70E-14	51.4	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08827	-	910	1.60E-55	188.1	0				
Pkinase	PF00069.23	264	S_alt_contig08827	-	910	8.90E-41	139.9	0				
Rep_fac-A_C	PF08646.8	146	S_alt_contig08832	-	187	1.80E-07	30.8	8.2				
Rep_fac-A_C	PF08646.8	146	S_alt_contig08832	-	187	1.80E-07	30.8	8.2				
PCO_ADO	PF07847.10	201	S_alt_contig08833	-	279	5.20E-61	205.5	0				
MMR_HSR1_Xtn	PF16897.3	106	S_alt_contig08839	-	365	2.40E-41	140	1.4				
MMR_HSR1_Xtn	PF16897.3	106	S_alt_contig08839	-	365	2.40E-41	140	1.4				
TGS	PF02824.19	60	S_alt_contig08839	-	365	1.80E-24	85.4	0.1				
Sec1	PF00995.21	569	S_alt_contig08842	-	461	7.00E-18	65	0				
Sec1	PF00995.21	569	S_alt_contig08842	-	461	3.80E-10	39.5	0				
Sec1	PF00995.21	569	S_alt_contig08842	-	461	3.80E-10	39.5	0				
Sec1	PF00995.21	569	S_alt_contig08842	-	460	3.50E-27	95.7	0.1				
Pkinase	PF00069.23	264	S_alt_contig08844	-	433	3.90E-52	177.1	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08844	-	433	1.00E-23	83.9	0				
NAF	PF03822.12	54	S_alt_contig08844	-	433	2.40E-21	75.5	0.1				
Kinase-like	PF14531.4	288	S_alt_contig08844	-	433	1.40E-09	37.5	0				
Kinase-like	PF14531.4	288	S_alt_contig08844	-	433	1.40E-09	37.5	0				
Sec1	PF00995.21	569	S_alt_contig08845	-	518	8.80E-18	64.7	0				
Sec1	PF00995.21	569	S_alt_contig08845	-	518	4.90E-10	39.1	0				
Sec1	PF00995.21	569	S_alt_contig08845	-	518	4.90E-10	39.1	0				
Sec1	PF00995.21	569	S_alt_contig08845	-	518	4.40E-27	95.4	0.1				
FYVE	PF01363.19	68	S_alt_contig08847	-	343	1.70E-20	72.7	9.5				
FYVE	PF01363.19	68	S_alt_contig08847	-	343	1.70E-20	72.7	9.5				
FYVE	PF01363.19	68	S_alt_contig08848	-	371	2.00E-20	72.6	9.5				
FYVE	PF01363.19	68	S_alt_contig08848	-	371	2.00E-20	72.6	9.5				
ABC_tran	PF00005.25	137	S_alt_contig08849	-	217	2.70E-11	44	0				
SMC_N	PF02463.17	220	S_alt_contig08849	-	217	0.00069	19	0.1				
SMC_N	PF02463.17	220	S_alt_contig08849	-	217	0.00069	19	0.1				
Metallophos	PF00149.26	204	S_alt_contig08855_RC	-	608	3.70E-34	118.9	0.1				
STPPase_N	PF16891.3	48	S_alt_contig08855_RC	-	608	5.60E-06	26.6	0				
RRM_1	PF00076.20	70	S_alt_contig08857_RC	-	200	1.10E-17	63.5	0	domain)			
RRM_7	PF16367.3	94	S_alt_contig08857_RC	-	200	0.00018	21.4	0				
RRM_1	PF00076.20	70	S_alt_contig08857_RC	-	199	8.80E-05	22.1	0	domain)			
RRM_1	PF00076.20	70	S_alt_contig08858_RC	-	191	9.50E-18	63.7	0	domain)			
RRM_7	PF16367.3	94	S_alt_contig08858_RC	-	191	0.00016	21.6	0				
WD40	PF00400.30	38	S_alt_contig08862	-	330	1.00E-17	64	6.9				
WD40	PF00400.30	38	S_alt_contig08862	-	330	1.00E-17	64	6.9				
WD40	PF00400.30	38	S_alt_contig08862	-	330	1.00E-17	64	6.9				
WD40	PF00400.30	38	S_alt_contig08862	-	330	1.00E-17	64	6.9				
WD40	PF00400.30	38	S_alt_contig08862	-	330	1.00E-17	64	6.9				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08862	-	330	0.00049	20.2	0				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08862	-	330	0.00049	20.2	0				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08862	-	330	0.00049	20.2	0				
WD40	PF00400.30	38	S_alt_contig08863	-	303	5.60E-18	64.8	6.9				
WD40	PF00400.30	38	S_alt_contig08863	-	303	5.60E-18	64.8	6.9				
WD40	PF00400.30	38	S_alt_contig08863	-	303	5.60E-18	64.8	6.9				
WD40	PF00400.30	38	S_alt_contig08863	-	303	5.60E-18	64.8	6.9				
WD40	PF00400.30	38	S_alt_contig08863	-	303	5.60E-18	64.8	6.9				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08863	-	303	0.00037	20.6	0				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08863	-	303	0.00037	20.6	0				
ANAPC4_WD40	PF12894.5	92	S_alt_contig08863	-	303	0.00037	20.6	0				
Peptidase_S10	PF00450.20	419	S_alt_contig08870	-	249	1.70E-37	129.7	0				
PHD_2	PF13831.4	36	S_alt_contig08873	-	658	2.70E-06	26.7	0.3				
PHD	PF00628.27	52	S_alt_contig08873	-	658	0.00049	19.8	0.9				
PHD	PF00628.27	52	S_alt_contig08873	-	658	0.00049	19.8	0.9				
PHD	PF00628.27	52	S_alt_contig08873	-	658	0.00049	19.8	0.9				
zf-HC5HC2H_2	PF13832.4	110	S_alt_contig08873	-	657	1.10E-11	44.7	8.2				
zf-HC5HC2H_2	PF13832.4	110	S_alt_contig08873	-	657	1.10E-11	44.7	8.2				
zf-HC5HC2H_2	PF13832.4	110	S_alt_contig08873	-	657	1.10E-11	44.7	8.2				
PHD_2	PF13831.4	36	S_alt_contig08874	-	613	2.00E-06	27.1	0.3				
PHD	PF00628.27	52	S_alt_contig08874	-	613	0.00045	19.9	0.9				
PHD	PF00628.27	52	S_alt_contig08874	-	613	0.00045	19.9	0.9				
PHD	PF00628.27	52	S_alt_contig08874	-	613	0.00045	19.9	0.9				
PHD	PF00628.27	52	S_alt_contig08874	-	613	0.00045	19.9	0.9				
zf-HC5HC2H_2	PF13832.4	110	S_alt_contig08874	-	612	9.80E-12	44.9	8.2				
zf-HC5HC2H_2	PF13832.4	110	S_alt_contig08874	-	612	9.80E-12	44.9	8.2				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08876	-	333	1.60E-09	37.3	0.2				
Pkinase	PF00069.23	264	S_alt_contig08876	-	333	3.80E-41	141.1	0				
Pkinase_Tyr	PF07714.15	260	S_alt_contig08876	-	333	1.40E-38	132.6	0				
Kinase-like	PF14531.4	288	S_alt_contig08876	-	333	0.00031	20	0				
Kdo	PF06293.12	207	S_alt_contig08876	-	333	0.00077	18.7	0				
EamA	PF00892.18	137	S_alt_contig08877_RC	-	149	2.90E-05	24.1	2.6				
DUF1644	PF07800.10	168	S_alt_contig08880	-	551	9.70E-67	224.1	6.1				
KH_1	PF00013.27	66	S_alt_contig08885_RC	-	711	4.10E-52	173.7	17.7				
KH_1	PF00013.27	66	S_alt_contig08885_RC	-	711	4.10E-52	173.7	17.7				
KH_1	PF00013.27	66	S_alt_contig08885_RC	-	711	4.10E-52	173.7	17.7				
KH_1	PF00013.27	66	S_alt_contig08885_RC	-	711	4.10E-52	173.7	17.7				
KH_2	PF07650.15	78	S_alt_contig08885_RC	-	711	1.20E-17	63.4	6.3				
KH_2	PF07650.15	78	S_alt_contig08885_RC	-	711	1.20E-17	63.4	6.3				
KH_2	PF07650.15	78	S_alt_contig08885_RC	-	711	1.20E-17	63.4	6.3				
KH_2	PF07650.15	78	S_alt_contig08885_RC	-	711	1.20E-17	63.4	6.3				
KH_4	PF13083.4	73	S_alt_contig08885_RC	-	711	4.70E-12	45.5	4.3				
KH_4	PF13083.4	73	S_alt_contig08885_RC	-	711	4.70E-12	45.5	4.3				
KH_4	PF13083.4	73	S_alt_contig08885_RC	-	711	4.70E-12	45.5	4.3				
KH_4	PF13083.4	73	S_alt_contig08885_RC	-	711	4.70E-12	45.5	4.3				
KH_5	PF13184.4	69	S_alt_contig08885_RC	-	711	7.20E-05	22.7	12.2				
KH_5	PF13184.4	69	S_alt_contig08885_RC	-	711	7.20E-05	22.7	12.2				
KH_5	PF13184.4	69	S_alt_contig08885_RC	-	711	7.20E-05	22.7	12.2				
KH_5	PF13184.4	69	S_alt_contig08885_RC	-	711	7.20E-05	22.7	12.2				
DUF863	PF05904.9	938	S_alt_contig08888_RC	-	159	1.70E-07	30	5				
CaM_binding	PF07839.9	118	S_alt_contig08891	-	361	0.00022	21.8	0.2				
CaM_binding	PF07839.9	118	S_alt_contig08891	-	360	7.10E-17	62.1	0				
Transglut_C	PF00927.20	106	S_alt_contig08893	-	173	0.00016	21.7	0.1				
Transglut_C	PF00927.20	106	S_alt_contig08894	-	197	0.00021	21.2	0.1				
HMG_box	PF00505.17	69	S_alt_contig08895	-	287	1.30E-22	79.9	3				
HMG_box_2	PF09011.8	73	S_alt_contig08895	-	287	2.00E-15	57	3.7				
Citrate_bind	PF16114.3	178	S_alt_contig08896	-	461	3.80E-28	98	0				
Citrate_bind	PF16114.3	178	S_alt_contig08896	-	460	2.00E-44	151.1	0				
ATP-grasp_2	PF08442.8	202	S_alt_contig08896	-	460	5.80E-16	58.5	0				
DUF2985	PF11204.6	78	S_alt_contig08902_RC	-	156	7.70E-30	102.7	3.2				
DUF2985	PF11204.6	78	S_alt_contig08902_RC	-	156	7.70E-30	102.7	3.2				
AA_permease_2	PF13520.4	425	S_alt_contig08904	-	659	4.70E-41	140.9	22.7				
AA_permease_2	PF13520.4	425	S_alt_contig08904	-	659	4.70E-41	140.9	22.7				
AA_permease	PF00324.19	479	S_alt_contig08904	-	659	1.40E-27	96.3	25.2				
AA_permease	PF00324.19	479	S_alt_contig08904	-	659	1.40E-27	96.3	25.2				
AA_permease	PF00324.19	479	S_alt_contig08904	-	659	1.40E-27	96.3	25.2				
AA_permease_C	PF13906.4	51	S_alt_contig08904	-	659	5.60E-20	71	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08904	-	659	5.60E-20	71	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08904	-	659	5.60E-20	71	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08904	-	659	5.60E-20	71	7.7				
AA_permease_2	PF13520.4	425	S_alt_contig08905	-	569	3.20E-41	141.4	22.7				
AA_permease_2	PF13520.4	425	S_alt_contig08905	-	569	3.20E-41	141.4	22.7				
AA_permease	PF00324.19	479	S_alt_contig08905	-	569	9.90E-28	96.8	25.2				
AA_permease	PF00324.19	479	S_alt_contig08905	-	569	9.90E-28	96.8	25.2				
AA_permease	PF00324.19	479	S_alt_contig08905	-	569	9.90E-28	96.8	25.2				
AA_permease_C	PF13906.4	51	S_alt_contig08905	-	569	4.60E-20	71.3	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08905	-	569	4.60E-20	71.3	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08905	-	569	4.60E-20	71.3	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08905	-	569	4.60E-20	71.3	7.7				
AA_permease_C	PF13906.4	51	S_alt_contig08905	-	569	4.60E-20	71.3	7.7				
Branch	PF02485.19	247	S_alt_contig08907_RC	-	489	7.90E-60	202.2	0				
Branch	PF02485.19	247	S_alt_contig08907_RC	-	489	2.20E-08	33.8	0				
DnaJ	PF00226.29	63	S_alt_contig08909	-	498	2.40E-23	81.9	1.4				
DnaJ_C	PF01556.16	146	S_alt_contig08909	-	498	9.70E-41	139.2	0.2				
DnaJ_CXXCXGXG	PF00684.17	67	S_alt_contig08909	-	498	2.10E-15	56.7	20.7				
DnaJ_CXXCXGXG	PF00684.17	67	S_alt_contig08909	-	498	2.10E-15	56.7	20.7				
Anti-TRAP	PF15777.3	59	S_alt_contig08909	-	498	2.80E-05	23.9	22.6				
Anti-TRAP	PF15777.3	59	S_alt_contig08909	-	498	2.80E-05	23.9	22.6				
Anti-TRAP	PF15777.3	59	S_alt_contig08909	-	498	2.80E-05	23.9	22.6				
DnaJ	PF00226.29	63	S_alt_contig08910	-	554	2.80E-23	81.7	1.4				
DnaJ_C	PF01556.16	146	S_alt_contig08910	-	554	1.20E-40	138.9	0.2				
DnaJ_CXXCXGXG	PF00684.17	67	S_alt_contig08910	-	554	8.60E-16	58	20.7				
Anti-TRAP	PF15777.3	59	S_alt_contig08910	-	554	2.70E-05	23.9	22.3				
Anti-TRAP	PF15777.3	59	S_alt_contig08910	-	554	2.70E-05	23.9	22.3				
Anti-TRAP	PF15777.3	59	S_alt_contig08910	-	554	2.70E-05	23.9	22.3				
PEX11	PF05648.12	223	S_alt_contig08915	-	362	8.30E-50	169.2	0.6				
DUF3685	PF12452.6	192	S_alt_contig08918	-	424	3.30E-11	43.1	0.1				
DUF3685	PF12452.6	192	S_alt_contig08918	-	424	3.30E-11	43.1	0.1				
MMR_HSR1_Xtn	PF16897.3	106	S_alt_contig08925_RC	-	448	1.60E-44	150.2	0.6				
MMR_HSR1	PF01926.21	114	S_alt_contig08925_RC	-	448	7.40E-20	71	0				
TGS	PF02824.19	60	S_alt_contig08925_RC	-	448	3.10E-18	65.4	0				
FeoB_N	PF02421.16	156	S_alt_contig08925_RC	-	448	1.70E-11	43.8	0				
Dynamin_N	PF00350.21	168	S_alt_contig08925_RC	-	448	0.00026	21	0.1				
Dynamin_N	PF00350.21	168	S_alt_contig08925_RC	-	448	0.00026	21	0.1				
CHZ	PF09649.8	34	S_alt_contig08932_RC	-	361	5.20E-05	22.5	0.1				
